0,01	3,872492661	17,07774302	57,49245244	81,08770257
0,02	3,865290283	17,04598043	57,38552327	80,93688903
0,03	3,858087949	17,01421805	57,27859477	80,78607642
0,04	3,85088568	16,98245595	57,17166724	80,63526519
0,05	3,843683501	16,95069424	57,06474102	80,48445581
0,06	3,836481431	16,91893302	56,95781645	80,33364874
0,07	3,829279494	16,88717239	56,85089384	80,18284444
0,08	3,822077711	16,85541243	56,74397352	80,03204337
0,09	3,814876105	16,82365325	56,63705582	79,88124601
0,10	3,807674697	16,79189495	56,53014107	79,7304528
0,11	3,80047351	16,76013762	56,42322959	79,57966421
0,12	3,793272566	16,72838137	56,31632172	79,4288807
0,13	3,786071886	16,69662627	56,20941778	79,27810273
0,14	3,778871494	16,66487245	56,1025181	79,12733077
0,15	3,77167141	16,63311999	55,995623	78,97656528
0,16	3,764471657	16,60136898	55,88873282	78,82580673
0,17	3,757272257	16,56961954	55,78184788	78,67505556
0,18	3,750073233	16,53787174	55,67496851	78,52431224
0,19	3,742874605	16,5061257	55,56809503	78,37357725
0,20	3,735676397	16,47438151	55,46122778	78,22285103
0,21	3,72847863	16,44263926	55,35436708	78,07213405
0,22	3,721281326	16,41089906	55,24751325	77,92142677
0,23	3,714084508	16,379161	55,14066664	77,77072966
0,24	3,706888197	16,34742517	55,03382756	77,62004317
0,25	3,699692415	16,31569168	54,92699634	77,46936777
0,26	3,692497186	16,28396063	54,82017331	77,31870392
0,27	3,68530253	16,2522321	54,71335879	77,16805209
0,28	3,678108469	16,2205062	54,60655312	77,01741273
0,29	3,670915027	16,18878303	54,49975662	76,8667863
0,30	3,663722224	16,15706267	54,39296963	76,71617327
0,31	3,656530083	16,12534524	54,28619246	76,56557411
0,32	3,649338627	16,09363082	54,17942544	76,41498926
0,33	3,642147876	16,06191952	54,07266891	76,2644192
0,34	3,634957853	16,03021142	53,96592318	76,11386439
0,35	3,627768581	15,99850664	53,8591886	75,96332528
0,36	3,620580081	15,96680526	53,75246547	75,81280234
0,37	3,613392375	15,93510738	53,64575415	75,66229604
0,38	3,606205485	15,90341311	53,53905494	75,51180683
0,39	3,599019434	15,87172253	53,43236818	75,36133518
0,40	3,591834244	15,84003574	53,32569419	75,21088154
0,41	3,584649936	15,80835285	53,21903331	75,06044639
0,42	3,577466532	15,77667395	53,11238585	74,91003018
0,43	3,570284055	15,74499913	53,00575216	74,75963337
0,44	3,563102527	15,7133285	52,89913255	74,60925643
0,45	3,55592197	15,68166215	52,79252735	74,45889981
0,46	3,548742406	15,65000018	52,6859369	74,30856399
0,47	3,541563857	15,61834268	52,57936151	74,15824942
0,48	3,534386344	15,58668976	52,47280152	74,00795656
0,49	3,527209891	15,55504151	52,36625725	73,85768588
0,50	3,520034519	15,52339802	52,25972903	73,70743784
0,51	3,51286025	15,4917594	52,1532172	73,5572129
0,52	3,505687107	15,46012575	52,04672206	73,40701152
0,53	3,49851511	15,42849715	51,94024396	73,25683417
0,54	3,491344283	15,39687371	51,83378323	73,1066813
0,55	3,484174648	15,36525553	51,72734018	72,95655338
0,56	3,477006226	15,33364269	51,62091515	72,80645087
0,57	3,46983904	15,30203531	51,51450846	72,65637424
0,58	3,462673111	15,27043347	51,40812044	72,50632393
0,59	3,455508462	15,23883727	51,30175142	72,35630043
0,60	3,448345115	15,20724682	51,19540173	72,20630418
0,61	3,441183092	15,1756622	51,0890717	72,05633565
0,62	3,434022414	15,14408352	50,98276164	71,90639531
0,63	3,426863105	15,11251087	50,8764719	71,75648361
0,64	3,419705185	15,08094436	50,77020279	71,60660102
0,65	3,412548678	15,04938407	50,66395464	71,45674799
0,66	3,405393605	15,0178301	50,55772779	71,306925
0,67	3,398239988	14,98628256	50,45152256	71,15713249
0,68	3,391087849	14,95474153	50,34533927	71,00737095
0,69	3,383937211	14,92320712	50,23917826	70,85764082
0,70	3,376788095	14,89167943	50,13303986	70,70794256
0,71	3,369640523	14,86015855	50,02692438	70,55827665
0,72	3,362494519	14,82864457	49,92083216	70,40864354
0,73	3,355350102	14,7971376	49,81476352	70,2590437
0,74	3,348207297	14,76563774	49,7087188	70,10947758
0,75	3,341066124	14,73414507	49,60269832	69,95994565
0,76	3,333926606	14,7026597	49,4967024	69,81044837
0,77	3,326788765	14,67118173	49,39073138	69,6609862
0,78	3,319652622	14,63971125	49,28478559	69,51155961
0,79	3,312518201	14,60824836	49,17886534	69,36216906
0,80	3,305385523	14,57679316	49,07297097	69,212815
0,81	3,29825461	14,54534574	48,96710281	69,0634979
0,82	3,291125484	14,5139062	48,86126118	68,91421823
0,83	3,283998167	14,48247464	48,75544641	68,76497644
0,84	3,276872682	14,45105116	48,64965883	68,615773
0,85	3,26974905	14,41963585	48,54389877	68,46660837
0,86	3,262627294	14,38822881	48,43816655	68,317483
0,87	3,255507435	14,35683014	48,3324625	68,16839737
0,88	3,248389495	14,32543993	48,22678695	68,01935194
0,89	3,241273497	14,29405829	48,12114023	67,87034716
0,90	3,234159463	14,26268531	48,01552265	67,7213835
0,91	3,227047415	14,23132108	47,90993457	67,57246142
0,92	3,219937374	14,19996571	47,80437628	67,42358138
0,93	3,212829364	14,16861929	47,69884814	67,27474385
